Unnamed: 0,Unnamed: 1,"Schweizerische Eidgenossenschaft
Confédération suisse
Confederazione Svizzera
Confederaziun svizra",Swiss automatic road traffic counts (SARTC),Unnamed: 4,Unnamed: 5,Unnamed: 6,source_file
,,,,,,"Source: Federal Roads Office (FEDRO) / Traffic Monitoring
Questions: verkehrsdaten@astra.admin.ch",April_2025.xlsx
,Year :,2025,Class of vehicle :,volume - motor vehicle,,,April_2025.xlsx
,Month :,4,Road network :,National and principal road network,,,April_2025.xlsx
,,April,Direction of traffic :,2 directions,,© FEDRO,April_2025.xlsx
Nr.,Measuring station,,,from,until,Notes,April_2025.xlsx
005,SCHWANDEN N,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
010,"HOSPENTAL S, ST. GOTTHARD",,,2025-04-01 00:00:00,2025-04-30 00:00:00,Winter closing,April_2025.xlsx
016,"TWANN, WINGREIS (AS)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
020,"UMF. ZUERICH N, AFFOLTERN (AB)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
033,EPTINGEN N (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
047,LAUFENBURG W,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
067,"NATERS, BITSCH",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
070,"BASEL, SCHWARZWALDBR. (AB)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
075,"BOWIL, BORI",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
077,CHIASSO-BROGEDA (AS),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
079,SEEBERG N,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
100,CIRCONVAL. BELLINZONA (AS),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
105,BAAR N (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
113,"BASEL, SCHWARZWALDBR. LOKALVERK.",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
114,BRUETTISELLEN N (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
116,GRANDVAUX N (AR),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
125,WUERENLINGEN,,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
126,"LUZERN, SONNENBERGTUNNEL (AB)",,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
139,LUTERBACH (AB),,,2025-04-01 00:00:00,2025-04-30 00:00:00,No data,April_2025.xlsx
